|0000|013|0|01102019|31102019|DICARRO BATERIAS E PNEUS LTDA|05656386000108||MA|122067665|2111300|||A|1|
|0001|0|
|0005|DICARRO BATERIAS SAO LUIS|65054140|RUA SAO FRANCISCO BL 1 LOJA 12|418||FORQUILHA|9832212005|||
|0100|ESCON ESCRITORIO DE CONTABILIDADE EIRELI-EPP|||10540558000113|64014073|RUA SANTA LUZIA|3040||ILHOTAS|8633037105|||2211001|
|0150|5697|HIGIENIZADORA SAO LUIS LTDA|1058|03961336000109||121772721|2111300||AVENIDA LOURENCO VIEIRA DA SILVA|10||Jardim SAo CristOvAo|
|0150|5701|LOCADORA CONTE|1058|08828429000183|||2111300||RUA BOA ESPERANCA|120||Angelim|
|0150|5704|STEFFANY VIANA DA SILVA MUNIZ|1058|19000118000148||124210830|2111300||AVENIDA DOIS QD 35|1||CIDADE OLIMPICA|
|0150|5718|SILVA JUNIOR E RODRIGUES LTDA ME|1058|08009158000134||122273133|2104677||RUA DO COMERCIO|1460||CENTRO|
|0150|5719|RAIMUNDA MENESES DA SILVA|1058|18435200000132||124135781|2105708||AV VIEIRA DE MELO|73||CENTRO|
|0150|5723|MINASMAR COMERCIO DE GENEROS ALIMENTICIOS LTDA|1058|07335393000133||122236335|2111201||RUA SAO JOSE|1999||ARACAGI|
|0150|5725|ALTHA SOLUCOES AUTOMOTIVAS LTDA|1058|17744891000193||124048439|2111300||AVENIDA NOSSA SENHORA DA CONCEICAO|77||Aurora|
|0150|5726|JOINA COSTA DO VALE|1058|22411683000102||124646182|2111201||RUA DA ALEGRIA|148||MOROPOIA|
|0150|5728|MARIO MARCIO RODRIGUES HOLSBACH|1058||01695980808||2111300||RUA DUQUE BACELAR|12||Jardim Eldorado|
|0150|5729|J A DE SOUSA MOURAO|1058|08579135000165||122332130|2105708||RUA SENADOR VITORINO FREIRE|477||CENTRO|
|0150|5734|AILTON NASCIMENTO BORGES|1058|25148209000128||124969119|2111201||RUA 1|6||PARQUE VITORIA|
|0150|5744|NUNES E MELONIO LTDA|1058|21923761000195||124583920|2112803||RUA ANTONIO SERAFIM|995||BARREIRINHA|
|0150|5761|ADEILSON JONAS SILVA ARAUJO|1058|31606147000153||125769733|2108900||RUA 27 DE MARCO|40||CENTRO|
|0150|5766|K CAMPOS DE SA-ME|1058|04674836000122||121847500|2109809||AV DUQUE DE CAXIAS|798||CENTRO|
|0150|5792|PAULO DO AMARAL DA SILVA|1058|20216361000187||124369685|2107506||AV 7|5||MAIOBAO|
|0150|5794|FRANCISCA CLEIDIANE ABREU MORAES|1058|27147307000176||125168799|2111201||AV DO LAR|0||PARQUE SAO SOJE|
|0150|5803|JOSE IRAN PEREIRA SOUSA|1058|14275774000130||123674140|2101707||7 DE SETEMBRO|0||CIDADE NOVA|
|0150|5829|C M DA LUZ RABELO|1058|22272376000198||124627021|2112803||DISTRITO POVOADO SAO PEDRO|1||ZONA RURAL|
|0150|5832|E A MOTO AUTO PECAS E SERVICOS LTDA EPP|1058|23352109000193||124759190|2111201||AV PRINCIPAL|92||SANTA EFIGENIA|
|0150|5835|RAIMUNDO FRANCISCO DE OLIVEIRA DA CONCEICAO|1058|11817063000151||123304466|2103208||AV ATALIBA VIEIRA DE ALMEIDA|2628||CENTRO|
|0150|5862|ARISON PEREIRA DE SOUSA|1058|21751957000140||124563597|2108603||AV PRINCIPAL|193||MARANHAO NOVO|
|0150|5869|HERNILDO NOGUEIRA SILVA|1058|19655198000170||124298885|2103125||MA 06|0||CENTRO|
|0150|5879|LOGUINT LOCACAO DE GUINDASTES E TRANSPORTES LTDA|1058|02257334000170||123117070|2111300||AV SANTOS DUMONT|80||ANIL|
|0150|5882|ANTONIO JOSE FEREIRA DE SOUSA 05110491000147|1058|05110491000147||122020740|2100550||RUA DO COMERCIO|390||CENTRO|
|0150|5926|JOSE RIBAMAR FREITAS FILHO|1058|19580361000182||124288529|2111300||AVENIDA CENTRO COMERCIAL|50||COHAB Anil II|
|0150|5973|ANTONIO CARLOS MEDEIROS|1058||59174552368||2111300||RUA 46, QD 149|14||SAO RAIMUNDO|
|0150|5975|AYANE SOUSA MESEZES DA SILVA|1058|24523085000150||124894054|2108058||RUA DEMETRIO RIBEIRO|53||CENTRO|
|0150|6004|NEIDE NUNES SILVA|1058|21682435000133||124555608|2106508||AV MAJOR HERACLITO|SN||CENTRO|
|0150|6018|REINALDO RIBAMAR DIAS PEREIRA|1058|21314017000193||124504671|2108603||RUA FREDERICO FERRAO|88||TRES MARIAS|
|0150|6022|WENDSON VIEIRA|1058|29307878000156||125494220|2103703||RUA DO SOL|145||AREIA BRANCA|
|0150|6025|TERCAM LOCACAO DE MAQUINAS E ASSISTENCIA MEC.LTDA|1058|63436414000188|||2111300||RUA SAO JORGE|458||Jardim SAo CristOvAo|
|0150|6034|JOSE AUGUSTO MOREIRA JUNIOR|1058|24535236000190||124895506|2111300||AVENIDA JOAQUIM MOCHEL|66||COHATRAC IV|
|0150|6057|MARIA ANTONIA OLIVEIRA DE AGUIAR|1058|19663569000165||124299768|2111508||AV PIQUI|440||PIQUI|
|0150|6058|J B CONSTRUCOES LTDA ME|1058|07544405000130||122218078|2108603||RUA DUQUE DE CAXIS|849||JOAO CASTELO|
|0150|6082|POSTO MATINHENSE LTDA|1058|03767675000159||121756920|2106508||EST MA 014|11||CENTRO|
|0150|6090|LUCIO HERBERTH OLIVEIRA|1058|21949062000114||124588220|2111300||AVENIDA DOS AFRICANOS|6||SACAVEM|
|0150|6095|ARENILTON BONIFACIO AMORIM-ME|1058|07822178000167|||2110500||RUA GOVERNADOR NEWTON BELO|1147||AEROPORTO|
|0150|6133|J L DOS SANTOS GARROS COMERCIO|1058|23508993000102||124776655|2111300||RUA ESTANHO|13||COROADO|
|0150|6142|SOUZA NUNES MATERIASIS DE CONSTRUCAO LTDA=ME|1058|22383366000120||124642276|2100154||RUA MANUEL PEREIRA|440||CANA BRAVA|
|0150|6164|ELICARROS CENTRO AUTOMOTIVO EIRELI-ME|1058|21829915000184||124572022|2111300||AVENIDA DOS HOLANDESES|9||OLHO D AGUA|
|0150|6194|VILELA CONSTRUCOES LTDA|1058|07354841000146||122286464|2111300||RUA ENTRADA PARQUE ATHENAS|10||PARQUE ATHENAS|
|0150|6224|MAURICIO ALVES SILVA|1058|15048708000190||123782970|2113009||AV JOAQUIM PINTO|143||CENTRO|
|0150|6225|DEUSILENE OLIVEIRA MENDONCA|1058|12415172000105||123406404|2104677||RUA DO BECO|147||CENTRO|
|0150|6234|RANNIERI SOARES LIMA|1058|28089016000131||125326416|2111300||RUA PERICUMA|12||JARDIM RENASCENCA|
|0150|6246|AUTO ESCOLA SAO LUIS-ME|1058|12751656000125|||2111300||AVENIDA TALES NETO|1||JOAO DE DEUS|
|0150|6248|GENILSON SOUZA COSTA|1058|28074788000108||125326076|2111201||RUA DO FIO|4||COHABIANO|
|0150|6250|A SOUSA OLIVEIRA|1058|23853673000190||124814530|2109908||AV CASTELO BRANCO|2525||CENTRO|
|0150|6252|JOSE FRANCISCO DOS SANTOS REIS|1058|63415376000187||121135721|2101707||RUA SIQUEIRA CAMPOS|116||CENTRO|
|0150|6255|AMAPA MOTO PEÇAS EIRELI|1058|19150178000147||124230792|2100550||AV TANCREDO NEVES|SN||CENTRO|
|0150|6256|MARCOS RONILSON S DUTRA|1058|27685498000120||125243731|2111201||MA 201 KM 27|10||VILA ROSEANA|
|0150|6271|RAFAEL SOARES PEREIRA|1058|28532955000109||125387997|2111300||RUA JOAO ALBERTO|32||VILA LOBAO|
|0150|6300|M DE J V PINTO ME|1058|00549922000152||121426530|2111300||AV FRANCESES|40||VILA PALMEIRA|
|0150|6302|RP COMERCIO DE VEICULOS LTDA|1058|21277646000190||124499392|2111300||RUA CARCARAS|6||OLHO D AGUA|
|0150|6312|DAVID DO NASCIMENTO TEXEIRA|1058|24592346000194||124902910|2111300||AVENIDA DOS AFRICANOS|151||SACAVEM|
|0150|6313|ANTONIO MACIEL SERVICOS-ME|1058|22937641000100||124712851|2112902||ROD MA 014|31||ALTO SAO FRANCISCO|
|0150|6319|KLAUS MAKELLA BRANDAO DE OLIVEIRA|1058|86834025000106||124152244|2111300||RUA EPITACIO CAFETEIRA|451||JARDIM SAO CRISTOVAO|
|0150|6340|CARLA PASSOS DE ARAUJO|1058|18988665000110||124209157|2111300||AV BRASIL|13||CIDADE OLIMPICA|
|0150|6344|RONALDO RODRIGUES DE BRITO|1058|13710354000171||123589037|2111508||RUA DA GRANJA|323||VAQUEJADA|
|0150|6360|RONILSON SOARES LISBOA-ME|1058|08388561000111||122312880|2101707||AV DA RODOVIARIA|174||CANEQUINHO|
|0150|6376|LOCAUTO RENT A CAR LOCAÇÃO DE VEICULOS LTDA|1058|08221693000154|||2111300||RUA DOS LIRIOS|8||JARDIM ALVORADA|
|0150|6377|M DAS G GONCALVES LEAL-ME|1058|21398804000160||124515371|2111300||AV DANIEL DE LA TOUCHE|45B||MARANHAO NOVO|
|0150|6381|I D CAMPOS -ME|1058|26186672000127||125049226|2111706||ESTRADA MA  014|22||CASA GRANDE|
|0150|6400|SOUSA E ANJOS LTDA-ME|1058|10345988000184||124712215|2106326||RUA DAVID DE SOUSA|216||CENTRO|
|0150|6403|F S SANTOS-OFIPECAS-ME|1058|27257621000101||125183968|2106326||AV DAYSE DE SOUSA|408||CENTRO|
|0150|6413|VALCI FREIRES MOURAO DO VALE|1058|18069167000174||124089160|2105708||RUA MENDES FONSECA|178||CENTRO|
|0150|6414|GABRIEL FELLIPE NERES CARNEIRO|1058|28413975000160||125371110|2104008||RUA OZIEL MIRANDA|556||CENTRO|
|0150|6424|MARIA DAILMA NUNES|1058|15310276000143||123816610|2111300||RUA DOUTOR HENRIQUE|22||TIRIRICAL|
|0150|6427|F SOARES SOUSA-ME|1058|17169427000110||123963460|2105963||AV WILSON SILVA SOUSA|0||CENTRO|
|0150|6434|H R P BOTELHO DE VERAS|1058|27886955000144||125296827|2112803||RODOVIA MA, KM 14|38||CITEL|
|0150|6435|J R V  MORAIS|1058|18169542000158||124101992|2108306||RUA SATURNINO BELO|285||CENTRO|
|0150|6457|IVAN RODRIGUES COSTA|1058|28939488000136||125445253|2111201||ESTRADA DE RIBAMAR|134|KM 08 LOJA A|VILA SARNEY FILHO|
|0150|6466|MARIA ZULENE LIMA DA SILVA|1058|22806864000138||124697461|2105708||RUA JOSE ALVES DA PENHA|14||VILA SALES|
|0150|6467|I L SILVA COMERCIO E SERVIÇOS LTDA|1058|25398807000155||125021054|2106805||RUA DEPUTADO JOAO HENRIQUE|19||CENTRO|
|0150|6477|M A DA COSTA ESTRELA|1058|02587101000136||124203310|2100907||ESTRADA DO MUCAMBO VELHO|79||POV SAO PAULO|
|0150|6485|SIDNEY BARROS AZEVEDO|1058|23168532000138||124739148|2102507||TRAVESSA MARCELINO FURTADO|S/N||CENTRO|
|0150|6509|V L C DE OLIVEIRA COMERCIO-ME|1058|28934068000167||125444605|2111300||AVENIDA CONTORNO LESTE OESTE|43||COHATRAC II|
|0150|6514|JOAO FRANCISCO DE SOUSA FILHO|1058||09528083315||2111300||RUA AUXILIAR II|19||COHAJAP|
|0150|6525|FRANCISCO ANTONIO RIBEIRO CARVALHO|1058|16679105000159||123903394|2103703||RUA RIO BRANCO|350||ARMAZEM|
|0150|6528|DIOLENE SILVA ROCHA|1058|21000412000100||124465820|2109809||RUA DUQUE DE CAXIAS|0||CENTRO|
|0150|6529|A SANTOS PONTES - ME|1058|21370061000110||124511880|2110609||RUA BERNADO LIMA|1916||CENTRO|
|0150|6537|J DE LIMA LISBOA-ME|1058|21265273000138||124498213|2108603||AV WASHIGTON LUIS|0||FOMENTO|
|0150|6538|EVALDO SA FERREIRA|1058|20249681000133||124373801|2101905||RUA FRANCISCO C RODRIGUES|100||C NOVA|
